user_id,Arabic,English,French,German,Italian,Russian,Spanish,Turkish,other
443,1,1,0,0,0,0,0,0,0
448,0,3,0,0,0,0,0,0,0
449,0,3,0,0,0,0,0,5,0
450,0,2,0,0,0,0,0,0,0
451,0,2,0,0,0,0,0,5,0
454,0,2,0,0,0,0,0,5,0
460,0,3,0,0,0,0,0,5,1
461,0,3,0,2,0,3,0,5,0
462,0,3,0,2,0,0,0,0,0
463,0,0,0,0,0,0,0,0,1
465,0,3,0,0,0,0,0,0,0
466,0,1,0,0,0,0,0,5,0
468,0,1,0,0,0,0,0,5,0
470,0,0,0,0,0,0,0,5,2
471,0,1,0,0,0,0,0,1,0
473,0,2,0,0,0,0,0,5,0
475,0,3,0,0,0,0,0,5,0
476,0,3,0,2,0,3,0,5,0
477,0,3,0,0,0,0,0,5,1
478,0,0,0,0,0,0,0,0,1
479,0,1,0,0,0,0,0,5,5
481,0,2,0,0,0,0,0,5,0
483,0,2,0,0,0,0,0,5,0
484,0,0,0,0,0,0,0,0,1
486,0,3,0,0,0,0,0,0,0
487,0,3,0,2,0,3,0,5,0
490,0,1,0,0,0,0,0,0,0
491,0,2,0,0,0,0,0,0,0
492,0,3,0,2,0,0,0,0,0
493,5,2,0,0,0,0,0,4,0
499,0,3,0,0,0,0,0,5,0
502,0,3,0,0,0,0,0,5,0
503,0,1,0,0,0,0,0,0,0
504,0,2,0,0,0,0,0,5,0
506,0,4,0,4,0,0,0,4,0
508,0,3,0,1,0,0,0,0,0
509,0,3,0,0,0,0,0,0,0
510,0,1,0,0,0,0,0,1,0
511,0,2,0,0,0,0,0,0,0
512,0,2,0,0,0,0,0,5,0
517,0,3,0,0,0,0,0,5,0
518,2,3,0,0,0,0,0,5,0
519,0,2,0,0,0,0,0,0,0
520,0,3,0,1,0,0,0,5,0
521,0,3,0,0,0,0,0,0,0
522,0,2,0,0,0,0,0,5,0
525,0,2,0,0,0,0,0,0,0
526,0,2,0,0,0,0,0,0,0
530,0,3,0,0,0,0,0,5,0
531,0,3,0,0,0,0,0,5,0
533,0,3,0,0,0,0,0,5,0
534,0,3,0,0,0,0,0,5,0
540,0,3,0,0,0,0,0,0,0
541,0,1,0,0,0,0,0,1,0
542,0,3,0,0,0,0,0,0,0
545,0,2,0,0,0,0,0,5,0
548,0,0,0,0,0,0,0,0,2
552,0,1,0,0,0,0,0,0,0
553,0,3,0,0,0,0,0,0,0
554,0,3,0,2,0,0,0,5,0
555,0,1,0,0,0,0,0,1,0
556,0,3,0,0,0,1,0,0,0
557,0,3,0,0,0,0,0,5,0
558,0,2,0,0,0,0,0,5,0
562,0,2,0,0,0,0,0,0,0
564,0,1,0,0,0,0,0,0,0
566,0,3,0,0,0,0,0,5,0
567,0,3,0,0,0,0,0,0,0
569,0,1,0,0,0,0,0,0,0
571,0,3,0,0,0,0,0,0,0
575,0,1,0,0,0,0,0,1,0
576,0,2,0,0,0,0,0,5,0
587,0,3,0,1,0,0,0,5,5
590,0,2,0,0,0,0,0,5,0
594,0,2,0,0,0,0,0,5,0
597,0,2,0,0,0,0,0,0,0
599,0,2,0,0,0,0,0,5,0
600,0,2,0,0,0,0,0,5,0
601,0,3,0,0,0,0,0,0,0
602,0,3,0,0,0,0,0,5,0
604,0,3,0,0,0,0,0,5,0
606,0,4,0,0,0,0,0,0,0
607,0,3,0,0,0,0,0,0,0
610,0,2,0,0,0,0,0,5,0
611,0,0,0,0,0,0,0,5,3
613,0,2,0,0,0,0,0,0,0
616,0,2,0,0,0,0,0,5,0
624,0,2,0,0,0,0,0,5,0
627,0,2,0,0,0,0,0,5,0
632,0,0,0,0,0,0,0,1,0
636,5,2,0,0,0,0,0,4,0
637,0,3,0,0,0,0,0,5,0
641,0,3,0,0,0,0,0,0,0
644,0,4,0,0,0,0,0,0,0
648,0,2,0,0,0,0,0,5,0
650,0,4,0,0,0,0,0,0,0
652,0,3,0,2,0,0,0,0,0
654,0,3,0,0,0,0,0,0,0
656,0,2,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,1
660,0,3,0,0,0,0,0,5,0
663,0,2,0,0,0,0,0,5,0
664,0,2,0,1,0,0,0,5,0
665,0,3,0,0,0,0,0,0,0
667,0,3,0,0,0,0,0,5,0
668,0,3,0,0,0,0,0,0,0
669,0,1,0,0,0,0,0,1,0
671,0,2,0,0,0,0,0,5,0
673,0,3,0,0,0,0,0,5,0
676,0,3,0,0,0,0,0,3,0
677,0,1,0,0,0,0,0,0,0
679,0,3,0,0,0,0,0,5,0
680,0,3,0,2,0,0,0,0,0
683,0,0,0,0,0,0,0,0,1
687,0,1,0,0,0,0,0,1,0
690,0,4,0,0,0,0,0,5,0
692,0,0,0,0,0,0,0,0,1
696,0,0,0,0,0,0,0,0,1
697,0,3,0,0,0,0,0,5,0
699,0,1,0,0,0,0,0,5,0
700,0,3,0,0,0,0,0,1,0
702,0,1,0,0,0,0,0,1,0
704,0,3,0,0,0,0,0,5,1
706,0,1,0,0,0,0,0,0,0
708,0,2,0,0,0,0,0,0,0
709,0,2,0,0,0,0,0,5,0
711,0,4,0,0,0,0,0,0,0
715,0,1,0,0,0,0,0,5,0
716,0,1,0,0,0,0,0,1,0
721,0,2,0,0,0,0,0,5,0
724,5,3,0,0,0,0,0,3,0
728,0,2,0,0,0,0,0,5,5
729,0,2,0,0,0,0,0,5,0
731,0,3,0,0,0,0,0,0,0
733,5,2,0,0,0,0,0,2,0
734,0,4,0,0,0,2,0,5,1
735,0,1,0,0,0,0,0,1,0
736,0,0,0,0,0,0,0,4,3
739,0,3,0,2,0,0,0,5,0
741,0,3,0,0,0,0,0,5,0
743,0,2,0,0,0,0,0,4,0
744,0,5,0,0,0,0,0,0,0
748,0,3,0,0,0,0,0,0,0
749,0,3,0,0,0,0,0,0,0
754,0,3,0,0,0,0,0,0,0
757,0,2,0,0,0,0,0,5,0
758,0,2,0,0,0,0,0,5,0
763,0,1,0,0,0,0,0,0,0
767,0,0,0,0,0,0,0,0,2
768,0,3,0,0,0,0,0,5,0
769,0,0,0,0,0,0,0,0,2
773,0,3,0,0,0,0,0,0,0
774,0,3,0,0,0,0,0,0,0
775,0,3,0,0,0,0,0,5,5
779,0,1,0,0,0,0,0,1,0
783,0,1,0,0,0,0,0,5,0
784,0,0,0,0,0,0,0,0,1
785,0,4,0,0,0,0,1,5,0
786,0,1,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,1
793,0,3,0,0,0,0,0,1,0
798,0,0,0,0,0,0,0,1,0
800,0,3,0,0,0,0,0,0,0
801,0,3,0,0,0,0,0,5,0
802,0,0,0,0,0,0,0,5,3
803,0,3,0,0,0,0,0,5,1
805,0,3,0,0,0,0,0,0,0
806,0,3,0,0,0,0,0,0,0
807,0,3,0,0,0,0,0,5,0
808,0,3,0,0,0,0,0,0,0
809,0,2,0,0,0,0,0,5,0
811,0,3,0,0,0,0,0,0,0
812,0,1,0,0,0,0,0,0,0
813,0,4,0,0,0,0,0,5,0
814,0,2,0,0,0,0,0,0,0
815,0,1,0,0,0,0,0,0,0
817,0,1,0,0,0,0,0,5,0
818,0,4,0,0,0,0,1,5,0
820,0,2,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,1
822,0,2,0,0,0,0,0,5,0
825,0,1,0,0,0,0,0,5,0
828,0,4,0,0,0,0,1,5,0
830,0,0,0,0,0,0,0,0,1
832,0,1,0,0,0,0,0,5,5
833,0,0,0,0,0,0,0,0,1
834,0,2,0,0,0,0,0,0,0
837,0,3,0,2,0,0,0,0,0
838,0,4,0,2,0,0,0,5,0
840,0,3,0,0,0,0,0,5,0
847,0,3,0,0,0,0,0,0,1
848,0,2,0,0,0,0,0,0,0
849,0,3,0,0,0,0,0,5,0
851,0,0,0,1,0,0,0,0,0
853,0,1,0,0,0,0,0,1,0
858,0,3,0,0,0,1,0,5,0
860,0,3,0,0,0,0,0,5,0
862,0,1,0,0,0,0,0,0,0
864,0,5,0,0,0,0,0,0,0
865,0,3,0,0,0,0,1,0,0
866,0,1,0,0,0,0,0,1,0
867,0,3,0,0,0,0,0,0,0
868,0,2,0,0,0,0,0,0,0
873,0,0,0,0,0,0,0,5,2
878,0,0,0,0,0,0,0,5,3
882,0,1,0,0,0,0,0,0,0
886,0,3,0,0,0,0,0,0,0
891,0,3,0,2,0,0,0,0,0
893,0,2,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,5,2
900,0,1,0,0,0,0,0,1,0
901,0,3,0,0,0,0,0,0,0
902,0,3,0,0,0,0,0,5,0
903,0,3,0,0,0,0,0,5,5
904,0,4,0,0,0,0,0,0,0
906,0,3,0,0,0,0,0,5,0
908,0,2,0,1,0,0,0,0,0
909,0,0,0,0,0,0,0,5,2
912,0,3,0,0,0,0,0,5,0
913,0,3,0,2,0,0,0,0,0
915,0,4,0,0,0,0,0,5,0
916,0,0,0,0,0,0,0,5,2
918,0,0,0,0,0,0,0,5,2
921,0,3,0,2,0,0,0,0,0
923,0,4,0,0,0,0,0,0,0
925,0,2,0,0,0,0,0,0,0
926,0,1,0,0,0,0,0,0,0
929,0,4,0,1,0,0,0,0,5
931,0,2,0,0,0,0,0,0,0
932,0,5,0,0,0,0,0,5,0
933,5,3,0,0,0,0,0,5,0
934,0,2,0,0,0,0,0,0,0
935,0,2,0,0,0,0,0,0,0
936,0,1,0,0,0,0,0,1,0
939,0,3,0,0,0,0,0,5,0
941,0,3,0,0,0,0,0,5,0
942,0,3,0,0,0,0,0,0,0
943,0,2,0,0,0,0,0,0,0
944,0,1,0,0,0,0,0,0,0
945,0,3,0,0,0,0,0,5,0
946,0,3,0,0,0,0,0,0,0
947,0,3,0,0,0,0,0,0,0
949,0,4,0,0,0,0,0,0,0
950,0,2,0,0,0,0,0,0,0
952,0,2,0,0,0,0,0,0,0
954,0,2,0,0,0,0,0,5,0
957,0,4,0,0,0,0,0,5,0
958,0,3,0,0,0,0,0,0,0
965,0,2,0,0,0,0,0,5,0
967,0,4,0,0,0,0,0,5,0
968,0,2,0,0,0,0,0,5,0
970,0,2,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,5,1
974,0,1,0,0,0,0,0,5,0
975,0,1,0,0,0,0,0,1,0
979,0,2,0,0,0,0,0,5,0
981,0,1,0,0,0,0,0,1,0
984,0,2,0,0,0,0,0,5,0
985,0,4,0,0,0,0,0,0,0
988,0,2,0,0,0,0,0,0,0
989,0,1,0,0,0,0,0,0,0
990,0,2,0,0,0,0,0,5,0
991,0,3,0,0,0,0,0,0,0
992,0,2,0,0,0,0,0,0,0
993,0,2,0,0,0,0,0,5,0
995,0,1,0,0,0,0,0,0,0
996,0,3,0,0,0,0,0,0,0
999,0,3,0,1,0,0,0,5,0
1000,0,3,0,0,0,0,0,5,0
1002,0,0,0,0,0,0,0,1,1
1008,0,2,0,0,0,0,0,5,0
1009,0,2,0,0,0,0,0,0,0
1012,0,2,0,0,0,0,0,5,0
1013,0,2,0,0,0,0,0,0,0
1014,0,3,0,0,0,0,0,5,0
1015,0,4,0,1,0,0,0,5,0
1017,0,2,0,0,0,0,0,0,0
1019,0,3,0,0,0,0,0,5,0
1020,0,2,0,0,0,0,0,5,0
1021,0,2,0,0,0,0,0,0,0
1022,0,3,0,0,0,0,0,0,0
1024,0,3,0,0,0,0,0,0,0
1025,0,2,0,0,0,0,0,5,0
1026,0,2,0,0,0,0,0,5,0
1029,0,2,0,0,0,0,0,0,0
1037,0,2,0,0,0,0,0,0,0
1038,0,4,0,0,0,0,0,5,0
1039,0,1,0,0,0,0,0,1,0
1040,0,3,0,0,0,0,0,5,0
1042,0,2,0,1,0,0,0,5,0
1047,0,3,0,0,0,0,0,5,0
1050,0,2,0,0,0,0,0,0,0
1052,0,4,0,0,0,0,0,5,0
1056,0,1,0,0,0,0,0,1,0
1057,0,2,0,0,0,0,0,0,0
1058,0,3,0,0,0,0,0,1,0
1065,0,1,0,0,0,0,0,1,0
1066,0,2,0,0,0,0,0,0,0
1068,0,3,0,0,0,0,0,5,0
1070,0,2,0,0,0,0,0,5,0
1071,0,2,0,0,0,0,0,0,0
1072,0,3,0,0,0,0,0,5,0
1073,0,0,0,0,0,0,0,5,5
1074,0,1,0,0,0,0,0,0,0
1076,0,3,0,0,0,0,0,0,0
1079,0,1,0,0,0,0,0,1,0
1080,0,2,0,0,0,0,0,5,0
1081,0,1,0,0,0,0,0,0,0
1083,0,4,0,0,0,0,0,5,0
1085,0,0,0,0,0,0,0,5,1
1087,0,3,0,0,0,0,0,5,0
1090,0,2,0,0,0,0,0,5,0
1092,0,2,0,0,0,0,0,0,0
1095,0,1,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,1
1103,0,2,0,0,0,0,0,0,0
1104,0,3,0,0,0,0,0,0,0
1105,0,3,0,0,0,0,0,0,0
1106,0,3,0,0,0,0,0,5,0
1111,0,2,0,0,0,0,0,0,0
1112,0,3,0,2,0,0,0,0,0
1114,0,1,0,0,0,0,0,0,0
1120,0,3,0,0,0,0,0,5,0
1125,0,2,0,0,0,0,0,5,0
1127,0,4,0,0,0,0,1,0,0
1128,0,3,0,0,0,0,0,0,0
1129,0,3,0,0,0,0,0,5,0
1130,0,4,0,0,0,0,0,5,0
1131,0,2,0,0,0,0,0,0,0
1133,0,3,0,0,0,0,0,5,0
1135,0,3,0,0,0,0,0,5,0
1136,0,3,0,0,0,0,0,5,0
1137,0,3,0,0,0,0,0,0,0
1138,0,1,0,0,0,0,0,1,0
1140,0,4,0,0,0,0,0,0,0
1142,0,2,0,0,0,0,0,5,0
1143,0,2,0,0,0,0,0,0,0
1144,0,3,0,0,0,0,0,0,0
1146,0,1,0,0,0,0,0,1,0
1150,0,1,0,0,0,0,0,0,0
1152,0,3,0,0,0,0,0,5,0
1156,0,3,0,0,0,0,0,1,0
1157,0,2,0,0,0,0,0,5,0
1158,0,3,0,0,0,0,0,4,0
1159,0,2,0,0,0,0,0,5,0
1160,0,1,0,0,0,0,0,0,0
1161,0,1,0,0,0,0,0,0,0
1162,0,2,0,0,0,0,0,5,0
1165,0,3,0,0,0,0,0,5,5
1167,0,1,0,0,0,0,0,0,0
1168,0,1,0,0,0,0,0,0,0
1170,0,5,0,0,0,0,0,5,0
1173,0,1,0,0,0,0,0,1,0
1174,0,0,0,0,0,0,0,1,1
1178,0,2,0,0,0,0,0,0,0
1179,0,3,0,2,0,0,0,0,0
1180,0,2,0,0,0,0,0,5,0
1186,0,3,0,0,0,0,0,5,0
1187,0,3,0,0,0,0,0,5,5
1188,0,3,0,0,0,0,0,5,5
1190,0,4,0,0,0,0,0,0,0
1192,0,2,0,0,0,0,0,5,0
1194,0,3,0,0,0,0,0,5,0
1195,0,3,0,0,0,0,0,0,0
1196,0,2,0,0,0,0,0,0,0
1197,0,1,0,0,0,0,0,0,0
1201,0,2,0,1,0,0,0,5,0
1202,0,3,0,1,0,0,0,5,1
1203,0,2,0,0,0,0,0,5,0
1204,0,4,0,0,0,0,0,0,0
1205,0,3,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0,0,2
1208,0,1,0,0,0,0,0,1,0
1210,0,3,0,0,0,0,0,5,0
1211,0,3,0,0,0,0,0,0,0
1212,0,3,0,0,0,0,0,0,0
1214,0,3,0,0,0,0,0,0,0
1215,0,3,0,0,0,0,0,0,0
1216,0,5,0,0,0,0,0,5,0
1219,0,1,0,0,0,0,0,1,0
1221,0,5,0,0,0,0,0,5,0
1224,0,3,0,0,0,0,0,5,0
1226,0,4,0,0,0,0,0,0,0
1228,0,3,0,0,0,0,0,5,0
1229,0,3,0,0,0,0,0,0,0
1230,0,1,0,0,0,0,0,0,0
1231,0,1,0,0,0,0,0,5,0
1232,0,0,0,0,0,0,0,0,2
1233,0,2,0,0,0,0,0,0,0
1234,0,1,0,0,0,0,0,0,0
1237,0,3,0,0,0,0,0,0,0
1238,0,1,0,0,0,0,0,0,0
1240,0,3,0,0,0,0,0,0,0
1243,0,3,0,0,0,0,0,1,0
1247,0,3,0,0,0,0,0,5,0
1248,0,3,0,0,0,0,0,5,0
1250,0,3,0,0,0,0,1,5,0
1252,0,3,0,0,0,0,0,5,0
1255,0,3,0,0,0,0,0,0,0
1256,0,3,0,0,0,0,0,0,0
1258,0,3,0,0,0,0,0,5,0
1259,1,2,0,0,0,0,0,0,0
1260,0,3,0,0,0,0,0,0,0
1261,0,3,0,0,0,0,1,5,1
1263,0,4,0,0,0,0,0,5,0
1266,0,1,0,0,0,0,0,1,0
1267,0,3,0,0,0,0,0,0,0
1268,0,4,0,0,0,0,0,5,0
1269,0,3,0,0,0,0,0,5,0
1270,0,3,0,0,0,0,0,0,0
1271,0,2,0,0,0,0,0,0,0
1272,0,1,0,0,0,0,0,1,0
1275,0,1,0,0,0,0,0,1,0
1276,0,4,0,0,0,0,0,5,0
1278,0,3,0,0,0,0,0,5,0
1280,0,3,0,0,0,0,0,5,0
1283,0,3,0,0,0,0,0,0,0
1287,0,3,0,0,0,0,0,5,0
1288,0,2,0,0,0,0,0,5,0
1290,0,2,0,0,0,0,0,5,0
1291,0,3,0,1,0,0,0,5,0
1294,0,1,0,0,0,0,0,0,0
1296,0,2,0,0,0,0,0,5,0
1298,1,2,0,0,0,0,0,5,1
1300,0,3,0,0,0,0,0,0,0
1301,0,3,0,0,0,0,0,5,0
1302,0,2,0,1,0,0,0,0,0
1304,0,3,0,0,0,0,0,5,0
1307,0,3,0,2,0,0,0,0,0
1310,0,0,0,0,0,0,0,5,2
1311,0,3,0,0,0,0,0,5,0
1313,0,0,0,0,0,0,0,5,3
1315,1,2,0,0,0,0,0,5,0
1316,0,0,0,0,0,0,0,0,1
1317,0,2,0,0,0,0,0,5,0
1318,0,0,0,0,0,0,0,5,2
1319,0,3,0,0,0,0,0,0,0
1320,0,3,0,0,0,0,0,0,0
1326,0,1,0,0,0,0,0,0,0
1330,0,3,0,0,0,0,0,0,0
1331,0,3,0,0,0,0,0,1,0
1334,0,2,0,0,0,0,0,0,0
1340,0,2,0,0,0,0,0,0,0
1341,0,0,0,0,0,0,0,0,2
1343,5,2,0,0,0,0,0,5,0
1349,0,3,0,0,0,0,0,0,0
1351,0,1,0,0,0,0,0,1,0
1356,0,3,0,0,0,0,0,1,0
1357,0,0,0,0,0,0,0,0,1
1359,0,0,0,0,0,0,0,5,2
1362,0,3,0,0,0,0,0,5,0
1365,0,1,0,0,0,0,0,0,0
1367,0,3,0,0,0,0,0,5,0
1368,0,3,0,1,0,0,0,0,0
1369,0,3,0,0,0,0,0,0,0
1370,0,3,0,0,0,0,0,5,0
1371,0,4,0,0,0,0,0,0,0
1372,0,1,0,0,0,0,0,1,0
1373,0,2,0,0,0,0,0,5,0
1374,0,3,0,0,0,0,0,0,0
1377,0,3,0,0,0,0,0,5,0
1380,0,2,0,0,0,0,0,5,0
1381,0,3,0,0,0,0,0,5,0
1383,0,2,0,0,0,0,0,5,0
1385,0,2,0,0,0,0,0,5,0
1386,0,3,0,0,0,0,0,0,0
1387,0,4,0,0,0,0,0,5,0
1389,0,3,0,0,0,0,0,0,0
1393,0,2,0,0,0,0,0,5,0
1394,0,2,0,0,0,0,0,5,0
1396,0,0,0,0,0,0,0,0,1
1397,0,0,0,0,0,0,0,5,2
1404,0,3,0,0,0,0,0,0,0
1408,0,0,0,0,0,0,0,0,1
1411,0,0,0,0,0,0,0,0,1
1412,0,2,0,0,0,0,0,5,0
1413,0,2,0,0,0,0,0,5,0
1414,0,0,0,0,0,0,0,5,2
1415,0,1,0,0,0,0,0,0,0
1416,0,5,5,0,0,0,2,4,1
1418,0,3,0,0,0,0,0,5,0
1419,0,4,0,0,0,0,0,0,0
1420,0,4,0,0,0,0,0,0,0
1421,0,3,0,0,0,0,0,5,0
1422,0,4,0,0,0,0,0,0,0
1423,0,3,0,0,0,0,0,5,0
1424,0,3,0,0,0,0,0,5,0
1425,0,4,0,0,0,0,0,0,0
1426,0,1,0,0,0,0,0,0,0
1428,0,2,0,0,0,0,0,5,0
1429,0,4,0,0,0,0,0,5,0
1430,0,4,0,1,0,0,0,5,0
1431,0,3,0,0,0,0,0,5,0
1432,0,3,0,0,0,0,0,5,0
1436,0,3,0,0,0,0,0,5,0
1437,0,3,0,0,0,0,0,5,0
1439,0,3,0,0,0,0,0,5,0
1444,0,4,0,0,0,0,0,5,0
1445,0,1,0,0,0,0,0,0,0
1449,0,3,0,0,0,0,0,5,5
1450,0,3,0,0,0,0,0,4,1
1452,3,3,0,0,0,0,0,0,0
1453,0,0,0,0,0,0,0,5,2
1454,0,0,0,0,0,0,0,5,2
1456,0,3,0,0,0,0,0,5,0
1457,0,1,0,0,0,0,0,1,0
1458,0,3,0,0,0,0,0,5,0
1459,0,4,0,0,0,0,0,5,1
1460,0,3,0,0,0,0,0,0,0
1462,0,3,0,0,0,0,0,5,0
1465,0,2,0,0,0,0,0,0,0
1468,0,3,0,0,0,0,0,5,0
1471,0,1,0,0,0,0,0,1,0
1475,0,3,0,1,0,0,0,5,0
1476,0,3,0,0,0,0,0,0,0
1477,0,2,0,0,0,0,0,0,0
1482,0,3,0,2,0,0,0,5,0
1483,0,4,0,0,0,0,0,5,0
1484,0,2,0,0,0,0,0,0,0
1485,0,3,0,0,0,0,0,0,0
